id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,fuente_url,tags
687,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Intermedio,Definición,"En el módulo «Diseño y Desarrollo de Aplicaciones Móviles», ¿qué elemento se usa para google play console?",Archivo con instrucciones para construir una imagen Docker.,Componente que conserva y gestiona datos relacionados con la UI.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Firebase,Mecanismo que controla solicitudes HTTP entre orígenes diferentes.,C,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Según el contenido del módulo, corresponde a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
688,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Completar,¿Cuál es la respuesta correcta si se busca identificar: google play console?,Bloque de un notebook que ejecuta instrucciones de programación.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Raíz del error cuadrático medio, expresada en la misma unidad de la variable objetivo.",Estructura condicional que ejecuta instrucciones cuando una condición es verdadera.,Diodo emisor de luz usado como indicador visual en circuitos electrónicos.,B,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","La respuesta correcta es Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
689,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Intermedio,Relación,"Marca la alternativa que mejor representa el concepto de Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..","Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Operación CRUD que modifica datos existentes.,Procesador general usado para ejecutar tareas de cómputo secuencial o general.,Procesamiento de datos cerca del dispositivo o fuente de datos para reducir latencia y dependencia de la nube.,Modelo de Keras que organiza capas en una pila lineal.,A,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.: Google Play Console",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
690,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Intermedio,Definición,¿Cuál opción NO debe confundirse con otros términos cuando la pregunta describe: google play console?,Definición de un endpoint y método HTTP en una aplicación Express.,Procesamiento de datos cerca del dispositivo o fuente de datos para reducir latencia y dependencia de la nube.,Proceso para reducir tamaño o mejorar eficiencia de un modelo en dispositivos limitados.,Copia de un repositorio en la cuenta de otro usuario para modificarlo de forma independiente.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",E,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","No debe confundirse: la descripción apunta a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
691,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Reconocimiento,"En una evaluación tipo Senati, si aparece la descripción «Google Play Console», la respuesta esperada sería:",Gradle,Acelerador especializado de Google para cargas de trabajo de machine learning.,Firebase,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",GitHub,D,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Para esa descripción, se debe marcar Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
692,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Relación,¿Qué concepto es clave en Publicación Android porque permite/representa lo siguiente: google play console?,Función intermedia que procesa solicitudes y respuestas en Express antes de llegar al controlador final.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Android Studio,Estilo arquitectónico para diseñar servicios web basados en recursos y métodos HTTP.,Herramienta web de Google para entrenar modelos de ML sin escribir mucho código.,B,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","El concepto clave es Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
693,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Intermedio,Reconocimiento,Relaciona el concepto con su función: Google Play Console,Gradle,Firebase,Docker Hub,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Tipo de ML que entrena modelos con datos etiquetados.,D,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","La relación correcta es con Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
694,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Intermedio,Reconocimiento,¿Qué alternativa describe correctamente un elemento de Publicación Android: google play console?,Técnica que reaplica commits sobre otra base para mantener un historial más lineal.,Protocolo de aplicación usado para transferir recursos en la web mediante solicitudes y respuestas.,Docker Hub,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Operación CRUD que elimina datos existentes.,D,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Esa descripción corresponde a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
695,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Definición,"Selecciona la opción que completa correctamente: «Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play. es...»",Circuito integrado programable que controla entradas y salidas en sistemas embebidos.,Diferencia de potencial eléctrico que impulsa la corriente en un circuito.,Unidad aislada y portable que ejecuta una aplicación con sus dependencias.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Gradle,D,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play. se define como: Google Play Console",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
696,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Relación,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre Publicación Android?,Gradle,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Docker Hub,Sintaxis que permite escribir estructuras similares a HTML dentro de JavaScript en React.,Firebase,B,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","El término más probable es Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play., porque google play console",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
697,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Intermedio,Reconocimiento,"Si estás resolviendo un test de opción múltiple y la pista es «Google Play Console», ¿cuál eliges?",Comando que trae cambios del repositorio remoto y los integra localmente.,Mensaje breve que aparece temporalmente en pantalla sin bloquear la interacción.,Token firmado usado para autenticación y autorización en aplicaciones web y APIs.,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Android Studio,D,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","La pista apunta a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
698,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Aplicación,"¿Qué herramienta, método o concepto corresponde a esta descripción técnica: google play console?",Docker Hub,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Sintaxis que permite escribir estructuras similares a HTML dentro de JavaScript en React.,"IDE oficial para desarrollar aplicaciones Android, configurar proyectos, emuladores y herramientas de compilación.",Firebase,B,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Corresponde a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
699,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Aplicación,"Para prepararte para el examen, relaciona la definición con el término correcto: google play console.","Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Librería de Python usada para crear gráficos y visualizar datos.,Hook de React usado para declarar y actualizar estado en componentes funcionales.,Vista que permite al usuario ejecutar una acción al presionarla.,Técnica que reaplica commits sobre otra base para mantener un historial más lineal.,A,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Corresponde a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.: Google Play Console",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
700,Diseño y Desarrollo de Aplicaciones Móviles,4,Publicación Android,Google Play Console,Básico,Definición,"Para prepararte para el examen, relaciona la definición con el término correcto: google play console. (Tema: Publicación Android)",Android Studio,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.",Lenguaje usado para lógica e interactividad en aplicaciones web y para usar TensorFlow.js.,Gradle,Firebase,B,"Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.","Corresponde a Plataforma para registrar, configurar y publicar aplicaciones Android en Google Play.: Google Play Console",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,publicacion"
701,Diseño y Desarrollo de Soluciones IoT,5,Electrónica básica,Amperaje,Intermedio,Relación,¿Qué concepto se define como: «Amperaje»?,Operación CRUD que elimina datos existentes.,Función usada para leer valores analógicos desde un pin compatible.,"Estructura tabular de Pandas con filas, columnas e índices etiquetados.",Resistencia,Cantidad de corriente eléctrica que circula por un circuito.,E,Cantidad de corriente eléctrica que circula por un circuito.,La definición corresponde a Cantidad de corriente eléctrica que circula por un circuito..,PIAD-526_CONTENIDO.pdf,https://docs.arduino.cc/,electronica
702,Diseño y Desarrollo de Soluciones IoT,5,Electrónica básica,Amperaje,Intermedio,Relación,"En el tema de Electrónica básica, ¿cuál es la opción correcta para: amperaje?",Estructura condicional que ejecuta instrucciones cuando una condición es verdadera.,Plataforma en la nube para alojar repositorios Git y colaborar en proyectos.,Pull request,GPIO,Cantidad de corriente eléctrica que circula por un circuito.,E,Cantidad de corriente eléctrica que circula por un circuito.,"En Electrónica básica, el concepto correcto es Cantidad de corriente eléctrica que circula por un circuito..",PIAD-526_CONTENIDO.pdf,https://docs.arduino.cc/,electronica
